"","SP09-1935 JA","SP01-1399 JA","SP10-1808 JA","T002235 FFPE","SP01-2474/2 JA","T061117-3 FFPE","T001803 FFPE","SP10-2529 JA","SP09-00448 JA","SP01-1096 JA","T100080-4 FFPE","T022833 FFPE","SP04-1732 JA","SP00-5875 JA","T960067 FFPE","T022120 FFPE","T061532-2 FFPE","SP10-1007 JA","T080803-6 FFPE","95-11-P018 SN1 BSDNA","95-11-P018 SP1 BSDNA","93-10-3403 SP3","96-04-P033 SP1","T010889 BSDNA","T980548-1 BSDNA","95-08-P248","T090396-2 BSDNA","95-04-P093","95-06-P073","T990-515-1 BSDNA","95-07-P029 SP1 BSDNA","96-02-P402 BSDNA","96-04-P009 SP5","94-09-2902 SP1","95-08-P418","93-05-6301 SP3","95-08-P250","T021134-1 BSDNA","95-01-P045","95-01-5401 SP1 BSDNA","95-08-P358","95-08-P243","T00203P-2 BSDNA","95-10-P864 BSDNA","94-03-1902 SP2 BSDNA","96-02-P046","95-07-P004","95-08-P043 BSDNA","94-12-P065 BSDNA","T030486-1 BSDNA","T012369-1 BSDNA","T001585-1 BSDNA","95-01-5401 SN1 BSDNA","T000086-1 BSDNA","93-05-6301 SN2","T030521-1 BSDNA","T002020-1 BSDNA","T010722-4 BSDNA","T020949 BSDNA","94-06-3702 SN1 BSDNA","95-09-P113","95-12-A091","94-11-P036","96-02-P050 SP1","95-12-P310 SP1 BSDNA","96-02-P004 SP2 BSDNA","96-02-P012 SP1","95-08-P340 BSDNA ","95-12-P310 SN1","94-04-1903 SP1","96-04-P017 SP1","95-08-P284","95-10-P044 SP2 BSDNA","96-04-P029 SP1","94-11-P037 BSDNA","96-06-G032 SP1","95-08-P318 BSDNA","94-11-V046","94-08-P018 BSDNA","94-09-P003 BSDNA","94-03-1902 SN2","95-11-P306 SP1","95-08-P313 BSDNA","95-08-P271","91-04-A132","95-09-P067","94-10-P003 SP1","95-05-G051 SP1","96-02-P067 SP3","95-08-P415 BSDNA","95-05-G051 SN1","96-04-P023 SP BSDNA","T020755","T001798 Frozen","T010164","T012619","T021211","T000966 Rep","T022614","T000966","T980907","T010736","T980805","T012688","T970159"
"ACVR1_E328_R",0.3705159,0.5542457,0.6623465,0.5058635,0.489167,0.7951204,0.7205653,0.4402597,0.6300571,0.7099122,0.09484875,0.1901202,0.352618,0.6361791,0.5412515,0.7075992,0.673807,0.5965006,0.714911,0.2392668,0.3279819,0.5575228,0.2510351,0.158845,0.1175861,0.8121169,0.1091859,0.1302056,0.2017023,0.6777188,0.13335,0.664004,0.6608138,0.7363903,0.7361269,0.5620614,0.7614833,0.1315976,0.6291808,0.5749263,0.680178,0.8651813,0.2690232,0.7336501,0.4539022,0.8282421,0.6308443,0.1710278,0.6516019,0.1578024,0.2174497,0.4801258,0.5510876,0.1623167,0.2140133,0.3192558,0.28238,0.2155598,0.7578804,0.4371598,0.391927,0.5944222,0.604682,0.3552307,0.7087589,0.6021477,0.5575998,0.6991413,0.6308917,0.6066961,0.2221872,0.5848411,0.7790766,0.5808837,0.6595831,0.7394875,0.709808,0.1573014,0.5645886,0.6157734,0.2862367,0.4505358,0.3075239,0.8189785,0.5772173,0.4362055,0.359892,0.805223,0.2849836,0.2092205,0.199679,0.8249859,0.4246964,0.307978,0.3195188,0.3364815,0.1795472,0.6055318,0.6204761,0.6266976,0.5119457,0.54843,0.4792933,0.8102527,0.1267633
"ACVR1_P983_F",0.1935991,0.250126,0.3646308,0.6093189,0.640916,0.7795309,0.792066,0.3437987,0.7541459,0.1709163,0.751085,0.5365182,0.5154315,0.4080355,0.7179617,0.7429876,0.64644,0.4473145,0.7914997,0.2459314,0.4566647,0.6401069,0.1978832,0.2246092,0.3182486,0.8740947,0.3189335,0.1659667,0.06777096,0.6937885,0.08463622,0.3361402,0.4382214,0.8002487,0.7907584,0.7037657,0.3848261,0.345891,0.3145903,0.2195017,0.2764107,0.8821245,0.5486177,0.1845551,0.5011701,0.3704488,0.5317801,0.1224262,0.6171586,0.3422818,0.5043674,0.7136149,0.7018746,0.4641101,0.3849389,0.5163155,0.5386309,0.5112497,0.8353503,0.6165397,0.3662519,0.6570544,0.665142,0.4424119,0.2601216,0.4646826,0.5953153,0.6732517,0.6197709,0.590205,0.4541339,0.5173413,0.7785199,0.6432114,0.7243219,0.7932293,0.7224223,0.2373908,0.7004642,0.6924196,0.6365325,0.520556,0.4110741,0.7811733,0.3307195,0.5472973,0.4823174,0.713477,0.1864191,0.3924609,0.2030762,0.809876,0.5280346,0.3655194,0.459686,0.5439258,0.5909457,0.6651654,0.7639967,0.7029863,0.6007013,0.6825193,0.4037467,0.879678,0.3799228
"ACVR1B_E497_R",0.06111943,0.05759405,0.06052911,0.08167519,0.07261898,0.08089522,0.08328276,0.05185654,0.09361655,0.05443895,0.09422676,0.07003049,0.05935193,0.1119142,0.08840863,0.09547794,0.05846674,0.0860089,0.0806267,0.03173202,0.03816065,0.06677795,0.04845252,0.5440401,0.06911378,0.0388973,0.04321314,0.0389757,0.04332284,0.0484588,0.03172001,0.04842643,0.06583116,0.09088861,0.06591542,0.07219231,0.07419623,0.06440694,0.06312559,0.06335694,0.07467731,0.05249972,0.06534738,0.04613638,0.09462289,0.07873633,0.08932152,0.06847522,0.0766477,0.07317025,0.06861312,0.07280511,0.05498672,0.05305523,0.03643367,0.0713141,0.06917212,0.06814317,0.07866563,0.103677,0.07737182,0.07225169,0.06586783,0.1007803,0.05424237,0.05010622,0.04035292,0.06551155,0.09175418,0.07826881,0.07754054,0.07234751,0.08456801,0.06721177,0.06892481,0.0713006,0.04904892,0.07949062,0.2991127,0.06910214,0.06879426,0.05825673,0.05798956,0.07089418,0.05991959,0.06927029,0.056518,0.07494037,0.05067965,0.03703303,0.3505101,0.05705488,0.06202837,0.1574404,0.08022065,0.05082243,0.08217735,0.09567475,0.09541452,0.09779937,0.09194277,0.09320633,0.08113811,0.06692015,0.07357452
"ACVR1B_P572_R",0.09175939,0.08224233,0.08744002,0.1841499,0.06313755,0.2472239,0.3005223,0.09365731,0.1689595,0.07174014,0.3044104,0.1646937,0.09165353,0.1049801,0.3541045,0.3546731,0.1332138,0.1700039,0.4780327,0.05997052,0.1203122,0.1145996,0.07210677,0.1151524,0.07185934,0.1630819,0.07796095,0.05618826,0.05672312,0.0647217,0.2739628,0.09200601,0.1266546,0.1457574,0.1522443,0.1535991,0.1659515,0.1329558,0.1888009,0.1070261,0.1501213,0.1880764,0.08746153,0.09160699,0.1357172,0.107209,0.1406144,0.1176814,0.2700593,0.1479193,0.1392571,0.1639893,0.158867,0.1070369,0.05460075,0.09963629,0.1103308,0.2682672,0.2496743,0.2887971,0.1239098,0.1896164,0.2155089,0.1744329,0.1219046,0.1297216,0.09692706,0.1218953,0.1780276,0.1667694,0.1396596,0.182781,0.236871,0.1829804,0.199461,0.1500609,0.1247921,0.03906759,0.08818407,0.4115021,0.1100427,0.215665,0.1570558,0.1368367,0.1160825,0.2055421,0.128564,0.4381873,0.104546,0.05847961,0.09037816,0.2467382,0.134066,0.1136496,0.09731916,0.08972929,0.1340306,0.1899055,0.1626708,0.2275901,0.1507578,0.1479083,0.1623417,0.2655592,0.1360494
"ACVR1C_P115_R",0.05811549,0.06861652,0.08640717,0.08244035,0.06279824,0.1120669,0.1345207,0.05298674,0.1244692,0.06188945,0.1113625,0.08847173,0.08579583,0.1703566,0.08701207,0.1091472,0.1141862,0.1175681,0.1631711,0.03757579,0.04792703,0.07359002,0.06380098,0.09664278,0.06332607,0.05632797,0.0525013,0.04676623,0.04035982,0.04684005,0.03196438,0.06665611,0.07385378,0.1381483,0.1400513,0.1054337,0.09691277,0.118245,0.10018,0.07341354,0.1021667,0.09522553,0.05990763,0.05555766,0.1102798,0.1059252,0.110824,0.08162811,0.08969693,0.08268332,0.09563576,0.07926503,0.09066732,0.07885037,0.04529557,0.1132192,0.07536093,0.1368293,0.0861649,0.1200644,0.07170836,0.1020918,0.09252384,0.08790036,0.09093232,0.06173022,0.04537748,0.09745417,0.0949154,0.0939373,0.07175396,0.09018204,0.1401051,0.1141769,0.08366697,0.09738346,0.04837416,0.03377114,0.05425019,0.08773084,0.09291793,0.08837988,0.1091606,0.1187409,0.08643373,0.09988325,0.07988324,0.1313949,0.06038363,0.04802726,0.04748977,0.07966452,0.06854358,0.07852916,0.1117735,0.05511279,0.09705066,0.1008269,0.1057071,0.1218275,0.1113314,0.1255787,0.1054152,0.127589,0.09569909
"ACVR1C_P363_F",0.08063015,0.1103013,0.1780017,0.3376374,0.1678794,0.1060525,0.1255728,0.1436713,0.2031435,0.08023054,0.1048527,0.1039944,0.1489611,0.1448264,0.09047576,0.1277015,0.08234187,0.207324,0.1147299,0.09646395,0.1602633,0.1756325,0.0809013,0.192112,0.2129791,0.1228621,0.1677824,0.09086628,0.05998465,0.111748,0.07416722,0.09950189,0.2560177,0.2364306,0.2532388,0.2027256,0.1615749,0.2288132,0.1754494,0.161877,0.1501506,0.130614,0.2117569,0.1919698,0.3201128,0.2483864,0.1696184,0.1817979,0.2013794,0.4126253,0.4052531,0.3781392,0.2582345,0.3219128,0.2167297,0.2851346,0.311546,0.3975689,0.154564,0.1816993,0.180237,0.2388211,0.199404,0.1531551,0.1762361,0.1729992,0.1408926,0.1397328,0.2559691,0.1848696,0.1428072,0.2175825,0.1404157,0.2728228,0.2270976,0.2883943,0.1398089,0.045586,0.1506079,0.1871454,0.2845759,0.1594907,0.1513047,0.1254367,0.2831086,0.1526982,0.1878238,0.2006734,0.2051908,0.2436011,0.09970226,0.1492367,0.1772382,0.1630908,0.3057501,0.150939,0.4171695,0.188566,0.2488852,0.2087637,0.31118,0.3522101,0.2124821,0.1256484,0.3638032
"ACVR2B_E27_R",0.05486086,0.06470857,0.08610205,0.06799515,0.06591361,0.1037667,0.08677708,0.0545964,0.0983215,0.0478557,0.1022033,0.09368394,0.06547861,0.08412062,0.08355288,0.1105945,0.08386835,0.09290309,0.09081561,0.03235324,0.0798491,0.07307001,0.09731779,0.1626073,0.09716596,0.05566737,0.0972655,0.05804879,0.05166825,0.04331904,0.0846755,0.05991826,0.09937322,0.09224147,0.1211917,0.09427594,0.09192874,0.1352803,0.1431972,0.1068585,0.06922238,0.1129683,0.06399435,0.05581998,0.1067456,0.08589094,0.1031296,0.1128915,0.1104092,0.1155693,0.09220582,0.0805957,0.08225401,0.05950655,0.04189383,0.08049762,0.09974699,0.1061467,0.0930244,0.1659595,0.1032047,0.1216495,0.09332656,0.1058462,0.0856863,0.06604146,0.04436651,0.09079733,0.09331512,0.1088789,0.08288053,0.08986849,0.1044036,0.1012935,0.09744792,0.08948347,0.0380119,0.03582672,0.06083332,0.0872189,0.129612,0.1202989,0.1965239,0.08386982,0.08148292,0.1058891,0.07821748,0.0815497,0.07843877,0.04208283,0.05263044,0.07522788,0.08542871,0.08481836,0.09232835,0.05093364,0.1168948,0.093766,0.09714977,0.0885612,0.09731263,0.09554569,0.09847366,0.09299767,0.1001477
"ACVR2B_P676_F",0.08387854,0.08868886,0.1072145,0.06850754,0.06088118,0.2728102,0.2277976,0.07385244,0.2367806,0.07352445,0.1010922,0.1217868,0.1296737,0.1372112,0.08306463,0.1142979,0.05805877,0.1327953,0.3062081,0.05724295,0.2367853,0.1518258,0.1465561,0.1654383,0.08250666,0.08127961,0.08213353,0.0972127,0.06407718,0.08044001,0.06871635,0.09195325,0.1845454,0.2127387,0.2218685,0.2092285,0.1320004,0.123274,0.1252627,0.1281964,0.1140053,0.09628161,0.06938666,0.05609054,0.09934778,0.1183118,0.1045646,0.1307603,0.1330467,0.1122875,0.1314758,0.1227245,0.1189216,0.06724489,0.08824895,0.2010409,0.09922028,0.3009985,0.1329382,0.09421635,0.07883339,0.1299312,0.1381914,0.1188196,0.1343917,0.08064265,0.06115511,0.1498963,0.1276827,0.1429674,0.1247587,0.1339873,0.1303338,0.1064697,0.1224357,0.1535012,0.08823971,0.04664885,0.07850961,0.1273752,0.1136158,0.1305016,0.1309782,0.1178465,0.1274687,0.1430088,0.1013101,0.1435166,0.09519948,0.08854381,0.06302888,0.139929,0.1007617,0.09196641,0.1932633,0.06013092,0.1241849,0.1599804,0.1384033,0.1477805,0.128959,0.1546393,0.1211518,0.1625577,0.1132242
"ADAMTS12_E52_R",0.06144854,0.07271177,0.06407696,0.06702352,0.07187445,0.1187123,0.1631748,0.05412506,0.133949,0.0497927,0.2017759,0.12964,0.07531545,0.09674957,0.07525018,0.1352991,0.08724973,0.1305688,0.1417537,0.03232529,0.06695272,0.09605909,0.06082913,0.1179063,0.08445901,0.08088569,0.08262275,0.04289716,0.0498879,0.06950892,0.04406944,0.05350612,0.09560122,0.1351382,0.1712799,0.3419554,0.1001166,0.09132542,0.1250924,0.08392888,0.06281403,0.1315859,0.1175101,0.0501708,0.08183329,0.0900676,0.09149104,0.1024766,0.2002944,0.1444747,0.1797527,0.1528462,0.1682596,0.1167412,0.03838629,0.08481661,0.08892857,0.2015944,0.190031,0.1812556,0.08701416,0.1512291,0.1699685,0.1053997,0.09797391,0.08281393,0.0421463,0.08238915,0.08814392,0.1303765,0.1394195,0.1707023,0.2157265,0.183773,0.1695831,0.1761132,0.1044215,0.02709855,0.06082518,0.10429,0.0948794,0.09669665,0.1809487,0.1259058,0.1974065,0.1787906,0.1220736,0.1191798,0.07335331,0.02953121,0.04117885,0.06551738,0.1025589,0.07645028,0.1144036,0.05163553,0.1154545,0.09796116,0.1645556,0.15637,0.123365,0.1471006,0.08241761,0.1283846,0.0947873
"ADAMTS12_P250_R",0.04477967,0.05835444,0.07141093,0.07113779,0.05025332,0.06625655,0.08055835,0.03972691,0.07914055,0.04151835,0.07895689,0.07771063,0.0518676,0.07511035,0.06554654,0.0956393,0.05245396,0.06611794,0.07707601,0.02520566,0.03144382,0.0552531,0.04027569,0.1067598,0.04422119,0.02770561,0.03255269,0.03627946,0.02966521,0.0288373,0.02401735,0.04289164,0.07952549,0.0540473,0.06382742,0.07993063,0.05225388,0.05282963,0.05733299,0.05856002,0.04611383,0.04589367,0.03843826,0.03546832,0.05358681,0.06034492,0.05819132,0.06280559,0.05668715,0.04576207,0.04921936,0.05724615,0.04102716,0.03053437,0.02749724,0.05103942,0.03870972,0.08822713,0.05587922,0.1228215,0.04708608,0.06055285,0.04963212,0.05610656,0.06175731,0.03385599,0.02779774,0.05399949,0.04488692,0.053377,0.04144774,0.05368828,0.09155621,0.04821197,0.05379393,0.05636698,0.03035353,0.02370949,0.03734031,0.05542796,0.04522059,0.04805912,0.06354228,0.1175658,0.0685483,0.05415977,0.06630684,0.05609418,0.03121239,0.02560545,0.03173846,0.04588927,0.05752335,0.04762269,0.06599702,0.03716847,0.0650924,0.08356767,0.08743136,0.08531135,0.05868162,0.06199475,0.07035599,0.05361632,0.05141199
"ADCYAP1_E163_R",0.1646134,0.1006877,0.3725171,0.05576954,0.05769197,0.1636859,0.1730241,0.1490772,0.1609773,0.1511212,0.07533059,0.08538039,0.05044412,0.07701308,0.07014582,0.08609544,0.05462953,0.1833741,0.07078211,0.02949404,0.03737028,0.05735093,0.03794468,0.1603593,0.03758136,0.03846271,0.03269333,0.04159543,0.06511917,0.03018093,0.02345997,0.1431272,0.05614456,0.1060098,0.08050928,0.06373506,0.2375703,0.04844975,0.2616158,0.2160426,0.1711977,0.04088188,0.03562506,0.09829166,0.0874371,0.1026857,0.06912839,0.04117478,0.08213872,0.04555998,0.04637844,0.0546779,0.05075075,0.03195857,0.04501713,0.05568665,0.04975729,0.05717591,0.06258189,0.05526311,0.05588044,0.06257136,0.04970251,0.07122839,0.1808276,0.03482823,0.0374548,0.1817678,0.06774755,0.03997488,0.06475775,0.05965525,0.1502466,0.06360284,0.05400784,0.07828663,0.04887939,0.02744069,0.03504557,0.07634228,0.04726444,0.04269965,0.04861319,0.201811,0.04271256,0.05036179,0.0452872,0.06638542,0.03300015,0.03532547,0.04162207,0.05379396,0.05052897,0.05304758,0.0603302,0.05233331,0.06905894,0.07700984,0.06973498,0.07882033,0.06397358,0.07658737,0.06246614,0.06044817,0.06165022
"ADCYAP1_P398_F",0.5730897,0.2758723,0.5872572,0.07339836,0.2039984,0.09099834,0.1023627,0.4407088,0.1123154,0.5546084,0.1185892,0.1167514,0.06986031,0.1107111,0.07629124,0.132655,0.5100359,0.6330935,0.113349,0.03850003,0.08086227,0.07647666,0.05827873,0.1958946,0.06370395,0.05814096,0.05961005,0.05244343,0.08189891,0.04647173,0.03727728,0.6498267,0.1080099,0.1802099,0.1335023,0.1204925,0.5978476,0.08099964,0.6696079,0.6802248,0.379207,0.07593459,0.06655083,0.5876655,0.09000781,0.2106588,0.07917122,0.08584824,0.08112848,0.09309763,0.07257168,0.0658921,0.05924917,0.06297241,0.05463545,0.09456969,0.08029749,0.09457896,0.1098207,0.1110036,0.08120885,0.08510114,0.07830734,0.1004383,0.6584165,0.05689372,0.05613505,0.6371479,0.09438071,0.10322,0.06482804,0.0750289,0.3715975,0.09111982,0.09603325,0.104697,0.08669902,0.04048863,0.09509262,0.09958066,0.08011078,0.07422201,0.07975395,0.3900979,0.1253376,0.08563744,0.06413254,0.08764976,0.048841,0.06687608,0.101086,0.07364459,0.07267097,0.07727766,0.1091377,0.06039406,0.1025199,0.0965174,0.09386601,0.1134664,0.1158478,0.1795143,0.09056605,0.1204867,0.1210911
"ADCYAP1_P455_R",0.4309975,0.1189296,0.4472547,0.06924175,0.0830956,0.1122897,0.1392022,0.2587682,0.09447403,0.1481879,0.3759255,0.1105119,0.05642048,0.1398294,0.07295063,0.1063571,0.224377,0.4531118,0.09239936,0.03845437,0.05319802,0.07385825,0.06257144,0.138167,0.04920746,0.05896521,0.05391968,0.04969209,0.07712078,0.04291956,0.03697563,0.5128452,0.08649642,0.1350308,0.1363043,0.1036534,0.5826867,0.1056161,0.4126705,0.6269262,0.08838224,0.0680015,0.07576956,0.4822054,0.07399929,0.1450293,0.1079554,0.0831165,0.1134908,0.07948723,0.09124492,0.08687209,0.06815845,0.09034025,0.05169502,0.09334861,0.09912972,0.1305609,0.1189285,0.1302165,0.1006207,0.09537492,0.1176223,0.1189255,0.5766071,0.06324553,0.04807358,0.5647475,0.1104899,0.1046351,0.06876568,0.1019201,0.3101055,0.08896427,0.09724643,0.1122606,0.0751479,0.04430306,0.07366697,0.09791432,0.0937386,0.0795442,0.1129679,0.3552111,0.09350913,0.09359743,0.0902678,0.1001225,0.05621332,0.03815835,0.07746289,0.08206329,0.06179393,0.07716815,0.09824629,0.065671,0.08141744,0.08043064,0.1160223,0.1138114,0.07844908,0.1097519,0.0922529,0.07272122,0.07840666
"AFF3_P122_F",0.5792764,0.8617404,0.4490873,0.1129833,0.3898006,0.278651,0.2863846,0.7409792,0.5857517,0.6885728,0.7596653,0.8472641,0.3144735,0.7721169,0.658978,0.5749643,0.4385313,0.795957,0.4498263,0.846464,0.5756186,0.614466,0.9093808,0.1974666,0.8637183,0.1431193,0.8881844,0.7460578,0.8071185,0.8341783,0.7808736,0.8126052,0.8779904,0.6522394,0.516287,0.7547365,0.6934262,0.9072924,0.6901755,0.6110665,0.3026232,0.1591588,0.8416764,0.521063,0.875603,0.5820311,0.8674673,0.895391,0.8784295,0.9131561,0.9367889,0.9254281,0.8867931,0.8952525,0.8756943,0.9150277,0.9146727,0.9203514,0.246303,0.9161914,0.9152453,0.875802,0.8850286,0.883466,0.7196969,0.9071207,0.7727388,0.8426636,0.9012977,0.8995375,0.8946765,0.9049225,0.573408,0.8343872,0.8762516,0.7210526,0.5205435,0.752459,0.5699327,0.7041197,0.9086474,0.8972471,0.9202236,0.6995249,0.9137383,0.9023229,0.8902139,0.7908554,0.8814979,0.8636847,0.6840315,0.6015005,0.7730114,0.8474385,0.9025925,0.7723333,0.8683762,0.8122227,0.8202102,0.8011297,0.8185377,0.8410751,0.86637,0.4418467,0.8769202
"AFF3_P808_F",0.6678022,0.8483567,0.6674371,0.7604389,0.7390976,0.8667471,0.8834494,0.7626398,0.8052831,0.7656993,0.7657377,0.8629162,0.6784801,0.7925635,0.8085778,0.827332,0.7233606,0.8550456,0.8702786,0.861615,0.7263765,0.7924121,0.9043757,0.2723673,0.8386651,0.8795738,0.9011253,0.7826153,0.814069,0.8626534,0.795422,0.8538106,0.8910978,0.8744436,0.8821841,0.8504831,0.6742218,0.9180556,0.7591816,0.6515095,0.8288038,0.9224912,0.8775363,0.7110178,0.9063878,0.7109872,0.8902054,0.8964471,0.8966558,0.8982721,0.9263866,0.9332902,0.9083478,0.8860543,0.8786528,0.901233,0.9388501,0.9128999,0.9338847,0.9080223,0.8818177,0.9100282,0.9280007,0.9005723,0.7729346,0.8826961,0.8363013,0.9091253,0.9027097,0.8943041,0.9001148,0.9216075,0.8902993,0.8886947,0.9151741,0.8981795,0.8698294,0.8164163,0.8785499,0.8455508,0.9167182,0.9115033,0.9208854,0.864364,0.9304503,0.918131,0.9094722,0.8888521,0.8523966,0.8957325,0.783062,0.9053112,0.6782736,0.8574994,0.9080642,0.7976517,0.8876072,0.8399894,0.8963314,0.8534657,0.8933766,0.87788,0.89048,0.9071167,0.876995
"AFP_P824_F",0.7045079,0.7653068,0.7906128,0.6101448,0.6698328,0.8391047,0.7425127,0.7454844,0.7145213,0.71737,0.7682738,0.8971987,0.4675997,0.8124871,0.7086452,0.6598162,0.7802534,0.781914,0.7278532,0.8072707,0.6563131,0.6911945,0.8779941,0.2247741,0.8009105,0.856803,0.8296839,0.7201518,0.7481403,0.7929762,0.6596079,0.8160446,0.7610252,0.7837438,0.8101369,0.77272,0.8274121,0.893667,0.8565848,0.8084471,0.8593771,0.8948359,0.8337931,0.7949239,0.8798246,0.838554,0.8790506,0.8703645,0.8684492,0.887401,0.9131149,0.8828962,0.8747503,0.8624383,0.8503327,0.8977088,0.8869432,0.878687,0.8900992,0.8780366,0.8661769,0.8531057,0.8710259,0.85035,0.7788526,0.8371404,0.7681224,0.848212,0.8792723,0.8582517,0.8401095,0.8675607,0.859752,0.8544263,0.8667509,0.8383814,0.8167696,0.6828313,0.770502,0.7911177,0.8668598,0.8274964,0.8495357,0.8502209,0.8465338,0.8803161,0.8625414,0.8193886,0.6048335,0.839406,0.7324171,0.8593401,0.6770309,0.7650998,0.8540619,0.7625876,0.8385589,0.7696126,0.8127711,0.8403037,0.847435,0.8517224,0.8444502,0.8198666,0.830285
"AGTR1_P41_F",0.05766199,0.05598705,0.05824051,0.05572692,0.07697757,0.06799618,0.08427308,0.09021594,0.08463012,0.04138853,0.08321269,0.08130243,0.04573249,0.1333892,0.0771291,0.3198859,0.05781437,0.665622,0.07730115,0.03002009,0.04924341,0.0621711,0.04885659,0.1914558,0.04136196,0.04043769,0.04019787,0.0329815,0.02873232,0.03146501,0.0224537,0.5805755,0.05747775,0.1107672,0.05595185,0.06707949,0.3930873,0.05378373,0.6829402,0.08381274,0.05204245,0.04578292,0.04532156,0.04137266,0.04731238,0.05933281,0.06508534,0.07205228,0.06945448,0.05671103,0.05601403,0.05558399,0.07258061,0.04053444,0.04552092,0.06128832,0.05226446,0.05568155,0.06187451,0.05839927,0.05958809,0.06076072,0.06642899,0.0606244,0.174508,0.03811083,0.03244518,0.06491738,0.0893774,0.07227021,0.07383104,0.07475011,0.3198932,0.05533578,0.08907243,0.06325414,0.03417214,0.03011374,0.04999507,0.0565654,0.0650942,0.06134235,0.05718443,0.188427,0.05353443,0.06646044,0.05915795,0.06809653,0.04074887,0.03980383,0.04960055,0.05819741,0.05356308,0.05363181,0.06719747,0.04293704,0.06453738,0.08177692,0.09199827,0.07175827,0.06256028,0.06667556,0.05970141,0.06045087,0.06415418
"AGXT_E115_R",0.4728825,0.7545598,0.4900153,0.6062288,0.6941816,0.8609707,0.8086352,0.7075047,0.7834551,0.4315384,0.7862568,0.7707834,0.6078919,0.7218214,0.8054942,0.7804952,0.6770805,0.8087839,0.8752244,0.7739137,0.5406615,0.6882957,0.8281581,0.1923836,0.6961678,0.8067604,0.6007272,0.4952383,0.6831195,0.7307922,0.39911,0.7402247,0.6660697,0.7821934,0.7657884,0.7472842,0.6941234,0.5982919,0.7411754,0.5645705,0.7595932,0.8379775,0.7487214,0.8132011,0.8777502,0.8441684,0.7898058,0.8027454,0.8825065,0.6244773,0.7967574,0.6946966,0.8852504,0.7565885,0.7365342,0.7723181,0.8047296,0.7608281,0.8907127,0.8574931,0.8450084,0.8471829,0.8687969,0.8025227,0.74873,0.7754991,0.746594,0.7926989,0.8475909,0.825559,0.7936802,0.8123594,0.8297218,0.8557428,0.8572474,0.7908856,0.8195694,0.3615537,0.7183992,0.7793255,0.8274025,0.7915341,0.5801077,0.8107431,0.7863994,0.8811024,0.8283356,0.8058642,0.7542779,0.6651019,0.5107348,0.846348,0.7807847,0.7862362,0.76714,0.7910638,0.819426,0.8546005,0.8449698,0.8665648,0.8481632,0.8392164,0.8768172,0.8761519,0.764712
"AGXT_P180_F",0.3255421,0.5006006,0.2952436,0.5123419,0.5211442,0.7096261,0.7455304,0.5585817,0.7173521,0.164732,0.4352153,0.8250123,0.4213947,0.7137432,0.775112,0.6426302,0.5032732,0.734268,0.7049814,0.8034613,0.4856559,0.5900562,0.5421369,0.2642239,0.6480023,0.8835707,0.6008826,0.3341563,0.3192052,0.8225997,0.2256928,0.6358238,0.5673495,0.7308984,0.6474805,0.6495315,0.3801787,0.5510699,0.4833256,0.2450091,0.4003451,0.8841906,0.7372332,0.6073498,0.8071632,0.7748338,0.6370666,0.2739612,0.7374737,0.5037539,0.6857371,0.7219606,0.8462103,0.7651398,0.6261849,0.647581,0.7367157,0.7011321,0.8263295,0.8842264,0.6677849,0.7923512,0.7968372,0.674315,0.5284077,0.6571111,0.6727902,0.6326216,0.8271822,0.7788802,0.7437255,0.772635,0.6602591,0.7591484,0.8149142,0.760283,0.6285607,0.2096849,0.642994,0.6699893,0.8003832,0.7453555,0.6524631,0.7553346,0.5475851,0.731146,0.8105109,0.7687051,0.4727348,0.7112828,0.541842,0.7527568,0.719283,0.7410799,0.802532,0.5659731,0.750742,0.7523264,0.8169239,0.7626759,0.8046826,0.8123917,0.7813939,0.7618283,0.768373
"AHR_E103_F",0.08062445,0.0751851,0.09641057,0.1788686,0.07056244,0.07258001,0.07433876,0.07200823,0.1039338,0.06085786,0.1148706,0.1146304,0.07420792,0.1233233,0.090808,0.1125729,0.06109009,0.1071759,0.1559102,0.03908114,0.0440853,0.06380765,0.05525602,0.1627545,0.05347026,0.03799744,0.04182434,0.04837915,0.04746006,0.03918339,0.03116157,0.309653,0.09993846,0.08332495,0.08341074,0.08175799,0.1073007,0.06611587,0.07603084,0.08048543,0.08355609,0.06266706,0.04878925,0.06793858,0.08165359,0.108859,0.09012859,0.08033069,0.08226781,0.05834689,0.068533,0.05538572,0.06519671,0.04735578,0.04355104,0.09204914,0.05632822,0.06510581,0.05857811,0.07462643,0.05972767,0.06281551,0.07023559,0.0643848,0.2013575,0.03703323,0.03804652,0.07905888,0.07038485,0.06654965,0.06728227,0.07531112,0.09748762,0.07793943,0.07445528,0.06330444,0.03657327,0.03611704,0.05322809,0.07542751,0.0660329,0.07173762,0.07042228,0.2267073,0.06691035,0.06149081,0.05711829,0.07934526,0.04068783,0.03629954,0.05441275,0.06969932,0.08379629,0.06924703,0.08011676,0.05921139,0.09842198,0.1078362,0.1018145,0.111677,0.1079554,0.09159922,0.09270456,0.07659438,0.08019405
