"","91-04-A132","93-05-6301 SN2","93-05-6301 SP3","93-10-3403 SP3","94-03-1902 SN2","94-04-1903 SP1","94-09-2902 SP1","94-10-P003 SP1","94-11-P036","94-11-V046","95-01-P045","95-04-P093","95-05-G051 SN1","95-05-G051 SP1","95-06-P073","95-07-P004","95-08-P243","95-08-P248","95-08-P250","95-08-P271","95-08-P284","95-08-P358","95-08-P418","95-09-P067","95-09-P113","95-10-P864 SP1","95-11-P018 SP2","95-11-P306 SP1","95-12-A091","95-12-P310 SN1","96-02-P012 SP1","96-02-P046","96-02-P050 SP1","96-02-P067 SP3","96-02-P402 SP1","96-04-P009 SP5","96-04-P017 SP1","96-04-P029 SP1","96-04-P033 SP1","96-06-G032 SP1"
"hsa_miR_551a",1,94.3,7.2,60.3,16.2,1,1.7,104.5,1.5,1,24,1,1,4.2,1,1,5.3,50.3,2.5,87.3,1,42,11.9,1,6.4,1,1,22.2,1,29.4,1,1,1,1,1,1,1,45.8,1,1
"hsa_miR_129_3p",1,37.8,1,56.7,1,1,1,1,1,5.2,1,1,1,1,1,1,1,1,1,4,18.8,13.7,1,54.7,1,1,1,1,1,1,1,1,3.8,1,1,1,1,8.2,33.4,1
"hsa_miR_412",1,45.9,1,35.2,26.6,1,1,34.1,1,108.6,20.4,1,1,1,1,14.5,11.8,62.5,1,49.4,1,1.5,14.5,1,6.4,6.4,5.3,1,1,45.5,4.3,1,1,4.6,1,1,1,18.9,1,1
"hcmv_miR_US33_5p",1,86.2,7.2,28,23.1,18.5,1,51.7,9.1,68.8,24,1,1,1,1,1,3.1,13.8,1,41.9,1,25.8,1,1,1,8.7,1,12.7,1,49.5,1,1,1,1,1,1,1,24.3,1,1
"hsa_miR_1913",1,94.3,20.1,49.5,44.1,1,1,95.7,1,1,41.7,1,1,4.2,1,1,22.7,30,1,87.3,3.3,33.9,1,3.3,20,10.9,1,34.7,3.8,69.5,4.3,1,6.6,4.6,1,1.8,1,40.4,1,1
"hsa_miR_891b",1,62,17.5,10,33.6,1,1,122.1,1,1,34.6,1,1,1.7,1,5,11.8,34.1,1,49.4,7.1,42,11.9,1.5,8.6,13.2,5.3,3.3,1,53.5,11.4,1,1,1,1,1,1,18.9,1,1
"hsa_miR_1268",1,70.1,35.6,31.6,1,10.7,1,69.3,1,100.6,9.7,1,1,1,1,1,5.3,9.7,1,26.7,1,37.9,1,1,10.9,1,5.3,1,1,25.4,1,1,1,1,1,1,1,61.9,1,1
"hsa_miR_548i",1,78.2,38.2,71.1,26.6,14.6,1,60.5,1,1,38.2,1,1,8.1,1,1.8,1,42.2,7,49.4,1,17.7,9.4,12.5,4.1,10.9,1,25.3,7.6,17.4,20.2,1,5.2,1,1,1,1,67.3,1,1
"hsa_miR_338_5p",1,70.1,4.6,31.6,1,1,1.7,86.9,1,52.9,27.5,1,1,8.1,1,1.8,1,13.8,1,19.1,1,13.7,9.4,1,17.7,15.5,5.3,9.6,1,25.4,4.3,1,8,4.6,1,3.1,1,45.8,1,1
"hsa_miR_519d",1,53.9,12.4,35.2,5.7,8.7,1,69.3,1,1,31.1,1,1,28.4,1,11.3,1,9.7,1,87.3,1,62.2,11.9,5.2,13.2,15.5,1.3,19,1,25.4,46.8,1,1,4.6,1,1,1,45.8,1,1
"hsa_miR_644",1,21.7,4.6,6.4,23.1,1,1,95.7,1,84.7,41.7,1,1,1.7,1,1.8,5.3,17.8,1,49.4,1,25.8,6.8,1,1,1,5.3,25.3,1,29.4,9.6,1,1,1.9,1,1,1,29.7,1,1
"hsa_miR_220c",1,53.9,12.4,42.4,16.2,8.7,1,104.5,1,1,41.7,1,1,17,1,1,1,30,1,34.3,1,58.2,1,8.8,15.5,13.2,3.3,6.4,7.6,73.5,25.6,1,12.2,1,1,1,1,35,1,1
"hsa_miR_610",1,53.9,1,28,1,22.4,1,16.5,1,124.5,13.3,1,1,1,1,1,3.1,26,1,87.3,4.6,1.5,1,3.3,4.1,1,1.3,6.4,3.8,21.4,1,1,1,1,1,1,1,35,1,1
"hsa_miR_556_5p",1,70.1,22.7,31.6,12.7,2.8,1,60.5,1,37,27.5,1,1,1,1,5,9.7,9.7,1,79.7,1,17.7,9.4,1.5,8.6,17.8,1,9.6,5.7,21.4,1,1,1,1,1,1,1,40.4,1,1
"hsa_miR_1910",1,29.7,25.3,6.4,9.2,14.6,1,16.5,1.5,132.5,27.5,1,1,3,1,1,1,21.9,1,64.6,1,21.8,1.7,1,4.1,26.9,3.3,6.4,2,13.4,4.3,1,1,1,1,1,1,24.3,1,1
"hsa_miR_453",1,45.9,30.5,13.6,12.7,1,1,86.9,1,84.7,27.5,1,1,10.6,1,1,5.3,38.1,1,49.4,4.6,13.7,1,5.2,20,1,1,15.9,1,49.5,1,1,15,1,1,1,1,61.9,1,1
"hcmv_miR_US25_2_3p",1,78.2,7.2,31.6,2.2,4.8,1,34.1,1,1,34.6,1,1,1,1,1,3.1,26,1,94.8,1,29.8,9.4,1,10.9,8.7,3.3,19,9.5,9.4,4.3,1,1,6,1,4.5,1,99.5,1,1
"hsa_miR_1321",1,29.7,14.9,35.2,19.7,12.6,1,69.3,1,29,20.4,1,1,1,1,1,1,17.8,1,57,1,21.8,14.5,1.5,1,10.9,1,12.7,5.7,25.4,6.1,1,1,7.4,1,1.8,1,51.2,1,1
"hsa_miR_935",1,21.7,7.2,20.8,9.2,2.8,1,42.9,1.5,68.8,24,1,1,4.2,1,1,1,1,1,72.1,2,42,4.3,12.5,1,1,11.3,34.7,1,49.5,1,1,1,1,1,1,1,24.3,1,1
"hsa_miR_520g",1,21.7,12.4,38.8,12.7,2.8,2.7,34.1,2.8,108.6,1,1,1,15.7,1,1,1,9.7,1,19.1,1,21.8,6.8,1,15.5,8.7,1,15.9,1,13.4,53.9,1,1,1,1,1,1,24.3,1,1
"bkv_miR_B1_3p_jcv_miR_J1_3p",1,5.5,17.5,17.2,5.7,2.8,1,51.7,1,100.6,16.8,1,1,3,1,1,3.1,13.8,1,19.1,1,33.9,6.8,3.3,1,13.2,1,9.6,1,21.4,1,1,1,1,1,1,1,72.6,1,1
"hsa_miR_302f",1,37.8,27.9,38.8,16.2,8.7,1,51.7,1,1,20.4,1,1,10.6,1,6.6,14,21.9,1,57,3.3,29.8,22.1,8.8,13.2,8.7,1,12.7,2,69.5,11.4,1,1,1,1,1,1,67.3,1,1
"hsa_miR_520d_5p_hsa_miR_527_hsa_",1,62,4.6,10,44.1,4.8,1,7.7,1,52.9,16.8,1,1,5.5,1,1,5.3,21.9,1,41.9,1,29.8,4.3,5.2,8.6,13.2,1,9.6,1,41.5,2.5,1,8,3.3,1,1,1,18.9,1,1
"hsa_miR_641",1,102.4,17.5,6.4,9.2,8.7,1,122.1,6.6,1,31.1,1,1,5.5,1,1,1,30,1,87.3,1,58.2,1,1,15.5,13.2,3.3,25.3,2,13.4,6.1,1,1,1,1,3.1,1,24.3,1,1
"hsa_miR_521",1,53.9,14.9,20.8,1,8.7,1,7.7,1,92.7,16.8,1,1,6.8,1,6.6,3.1,26,1,57,1,25.8,1,1,4.1,4.1,1,19,1,37.4,2.5,1,1,1,1,1,1,35,1,1
"hsa_miR_520e",1,13.6,7.2,42.4,2.2,1,1,51.7,1,100.6,24,1,1,1,1,1,5.3,1,1,79.7,5.9,50.1,1,1,8.6,1,1.3,15.9,9.5,9.4,2.5,1,2.4,1,1,1,1,1,1,1
"hsa_miR_500_hsa_miR_501_5p",1,110.4,1,20.8,1,6.8,1,7.7,1,68.8,13.3,1,1,1,1,1,3.1,13.8,1,57,1,17.7,1,7,22.3,8.7,1,1,1,25.4,4.3,1,6.6,1,1,1,1,45.8,1,1
"hsa_miR_718",1,53.9,14.9,31.6,26.6,4.8,1,60.5,1,1,20.4,1,1,1,1,1,14,17.8,1,49.4,2,62.2,1,1,1,8.7,11.3,12.7,3.8,33.4,11.4,1,1,15.6,1,1,1,45.8,1,1
"hsa_miR_499_5p",1,45.9,9.8,38.8,33.6,1,3.7,42.9,1,92.7,6.2,1,1,3,1,1,1,17.8,1,11.6,1,13.7,9.4,1,4.1,13.2,5.3,12.7,1,49.5,7.9,1,1,6,1,1,1,35,1,1
"ebv_miR_BART10",1,86.2,7.2,10,9.2,4.8,1,60.5,4.1,100.6,1,1,1,1,1,1,1,13.8,1,57,1,1.5,4.3,1,1,8.7,1,15.9,9.5,21.4,1,1,3.8,1,1,1,1,24.3,1,1
"hsa_miR_588",1,70.1,1,20.8,2.2,2.8,1,16.5,1,84.7,24,1,1,1.7,1,1,7.5,5.7,1,26.7,1,42,1.7,7,4.1,10.9,7.3,12.7,1,37.4,6.1,1,1,1,1,1,1,67.3,1,1
"hsa_miR_548p",1,70.1,12.4,28,2.2,14.6,1,51.7,1,84.7,41.7,1,1,1.7,1,1,7.5,5.7,1,19.1,1,33.9,14.5,7,1.8,1,1,6.4,1,37.4,1,1,1,3.3,1,1,1,51.2,1,1
"ebv_miR_BART2_5p",1,102.4,38.2,6.4,9.2,4.8,1,60.5,1,1,45.3,1,1,6.8,1,6.6,1,30,1,117.5,1,29.8,9.4,1,1,4.1,1,19,1,37.4,9.6,1,1,1,1,1,1,35,1,1
"hcmv_miR_UL70_3p",1,21.7,12.4,35.2,26.6,18.5,1,51.7,2.8,1,16.8,1,1,11.9,1,11.3,1,38.1,1,41.9,1,17.7,14.5,8.8,10.9,4.1,3.3,12.7,26.4,41.5,1,1,2.4,3.3,1,5.9,1,67.3,1,1
"hsa_miR_421",1,45.9,14.9,38.8,16.2,4.8,1,60.5,1.5,1,56,1,1,1,1,1,5.3,30,1,19.1,1,25.8,22.1,1,17.7,10.9,1,15.9,2,25.4,2.5,1,3.8,4.6,1,3.1,1,72.6,1,1
"hsa_miR_124",1,70.1,12.4,24.4,23.1,2.8,1,25.3,1,68.8,31.1,1,1,1,1,1,1,26,1,26.7,1,33.9,1,1,4.1,10.9,1,25.3,3.8,21.4,1,1,2.4,1.9,1,1,1,67.3,1,1
"hsa_miR_146b_5p",1,94.3,7.2,20.8,12.7,1,1,34.1,4.1,44.9,34.6,1,1,4.2,1,3.4,1,34.1,1,57,1,46,1,1.5,1,1,1,22.2,1,53.5,1,1,2.4,1,1,1,1,35,1,1
"hsa_miR_498",1,70.1,4.6,46,16.2,2.8,1,25.3,1,44.9,24,1,1,28.4,1,1.8,1,9.7,1,34.3,1,17.7,4.3,1,17.7,1,1,9.6,1,9.4,62.7,1,3.8,1,1,1,1,24.3,1,1
"hsa_miR_877",1,86.2,30.5,31.6,40.6,8.7,1,69.3,1,1,38.2,1,1,9.3,1,1.8,18.4,9.7,1,49.4,7.1,21.8,9.4,10.7,1,22.3,1.3,12.7,1,29.4,18.5,1,1,1,1,7.2,1,29.7,1,1
"hsa_miR_488",1,118.5,7.2,24.4,2.2,14.6,1.7,34.1,1,37,38.2,1,1,4.2,1,5,1,17.8,1,19.1,1,29.8,14.5,1,20,6.4,1,15.9,1,45.5,7.9,1,1,1,1,3.1,1,51.2,1,1
"hsa_miR_545",1,29.7,22.7,17.2,19.7,4.8,1,78.1,1.5,1,24,1,1,1.7,1,1.8,7.5,21.9,1,49.4,1,29.8,4.3,1,24.6,17.8,5.3,1,1,37.4,18.5,1,8,4.6,1,1.8,1,29.7,1,2.4
"hsa_miR_582_3p",1,29.7,12.4,13.6,23.1,12.6,1,42.9,1,68.8,9.7,1,1,1,1,1,1,21.9,1,64.6,2,21.8,6.8,1,15.5,10.9,1,6.4,1,29.4,6.1,1,1,3.3,1,1,1,8.2,1,1
"hsa_miR_549",1,70.1,1,20.8,19.7,18.5,1,25.3,1,116.6,13.3,1,1,3,1,1,1,26,1,57,1,25.8,1.7,1,1,1,1,3.3,1,29.4,1,1,1,1,1,1,1,35,1,1
"hsa_miR_607",1,102.4,17.5,2.9,23.1,18.5,1,95.7,1,1,31.1,1,1,6.8,1,1,1,46.3,1,87.3,1,37.9,1,1,8.6,4.1,1,12.7,1,37.4,1,1,1,1.9,1,1,1,45.8,1,1
"hsa_miR_93",4.8,5.5,2,1,9.2,1,29,1,1,1,2.6,1,1,1,8.5,1,1,5.7,1,1,1,13.7,14.5,1,1.8,10.9,1,1,1,1,1,3.7,1,1,7.4,7.2,1,8.2,1,1
"hsa_miR_885_5p",1,53.9,22.7,31.6,5.7,1,1,25.3,1,68.8,13.3,1,1,1,1,1,5.3,17.8,1,49.4,2,5.6,1,1,13.2,1,1,6.4,1,37.4,1,1,1,1,1,1,1,29.7,1,1
"hsa_miR_624",1,62,20.1,20.8,12.7,12.6,1,25.3,1,84.7,16.8,1,1,9.3,1,1,1,26,1,57,1,13.7,14.5,3.3,1,1.8,1,22.2,1,33.4,1,1,1,1,1,1,1,35,1,1
"hsa_miR_217",1,70.1,17.5,38.8,16.2,1,1,60.5,1,84.7,20.4,1,1,1,1,1,5.3,9.7,1,41.9,2,25.8,1,5.2,1,13.2,1,12.7,2,21.4,1,1,1,1,1,1,1,40.4,1,1
"hsa_miR_574_3p",1,29.7,4.6,1,44.1,6.8,1.7,7.7,16.7,1,1,1,1.2,15.7,1,35,1,1.6,1,1,1,1,1,8.8,1,1,1,6.4,2,25.4,1,1,2.4,1,8,1,22.6,2.8,1,14.3
"hsa_miR_497",1,29.7,2,17.2,16.2,1,5.6,51.7,1,52.9,6.2,1,1,3,1,1,3.1,21.9,1,41.9,1,9.6,1,1,1,1,1,6.4,1,17.4,2.5,1,1,1,1,1,1,13.5,1,1
"hsa_miR_590_3p",1,37.8,9.8,20.8,23.1,6.8,1,104.5,1,1,6.2,1,1,4.2,1,5,5.3,9.7,1,57,1,9.6,4.3,1,22.3,1,1,3.3,1,49.5,6.1,1,1,3.3,1,1,1,45.8,1,1
"hsa_miR_627",1,53.9,17.5,6.4,26.6,4.8,1,42.9,1,1,41.7,1,1,14.4,1,1,1,9.7,1,57,4.6,37.9,1,3.3,4.1,4.1,15.3,22.2,11.3,21.4,6.1,1,5.2,6,1,1,1,78,1,1
"hsa_miR_532_5p",1,29.7,2,20.8,16.2,1,1,51.7,1,44.9,20.4,1,1,1,1,1,1,1.6,1,72.1,1,46,4.3,1,6.4,1,1,6.4,1,29.4,1,1,1,1,1,1,1,40.4,1,1
"hsa_miR_631",1,62,20.1,28,16.2,4.8,1,51.7,9.1,1,24,1,1,1.7,1,1,1,17.8,1,41.9,1,33.9,1,1,13.2,1,5.3,15.9,7.6,53.5,1,1,1,1,1,1,1,83.4,1,1
"hsa_miR_516a_3p",1,94.3,2,35.2,26.6,8.7,1,60.5,1,1,27.5,1,1,1,1,1,9.7,13.8,1,79.7,1,13.7,6.8,1,1,1.8,1,9.6,3.8,61.5,34.4,1,1,1,1,4.5,1,45.8,1,1
"hsa_miR_553",1,13.6,12.4,17.2,1,1,1,122.1,1,100.6,1,1,1,1,1,1,1,26,1,34.3,1,29.8,1,1,1,1.8,1,1,1,21.4,1,1,1,1,1,1,1,40.4,1,1
"hsa_miR_369_3p",1,37.8,2,6.4,9.2,1,1,25.3,1,68.8,6.2,1,1,1.7,1,1,1,17.8,1,41.9,1,17.7,1.7,14.3,1.8,1,1,25.3,1,21.4,1,1,5.2,1,1,1,1,13.5,1,1
"ebv_miR_BART18_3p",1,62,2,31.6,1,6.8,1,78.1,1,92.7,13.3,1,1,1.7,1,3.4,1,17.8,1,19.1,1,17.7,1.7,1.5,6.4,1,1,1,1,1,1,1,1,1,1,1,1,18.9,1,1
"hcmv_miR_UL70_5p",1,53.9,4.6,46,30.1,2.8,1,51.7,1,1,31.1,1,1,3,1,1,1,13.8,1,72.1,1,21.8,17,1,24.6,13.2,1,25.3,11.3,37.4,1,1,3.8,1,1,1,1,40.4,1,1
"hsa_miR_764",1,29.7,9.8,53.1,1,8.7,1,51.7,1,1,1,1,1,5.5,1,1,9.7,21.9,1,41.9,1,42,14.5,3.3,10.9,8.7,1.3,25.3,13.2,33.4,11.4,1,1,3.3,1,1,1,18.9,1,1
"hsa_miR_184",1,29.7,12.4,60.3,19.7,16.5,1,42.9,1,1,16.8,1,1,11.9,1,1,3.1,30,1,110,1,42,6.8,1,6.4,4.1,1,1,1,41.5,1,1,1,1,1,1,1,1,1,1
"hsa_miR_138",1,45.9,7.2,17.2,33.6,1,1,78.1,1,92.7,38.2,1,1,1,1,1,7.5,5.7,1,49.4,1,5.6,1,1,4.1,1,1,19,2,37.4,1,1,1,1,1,1,1,18.9,1,1
"hsa_miR_1322",1,53.9,4.6,20.8,1,1,1,95.7,1,1,20.4,1,1,1,1,1.8,14,30,1,11.6,9.7,37.9,1,5.2,13.2,4.1,1,22.2,2,49.5,2.5,1,2.4,1,1,3.1,1,45.8,1,1
"hsa_miR_660",1,78.2,20.1,60.3,23.1,18.5,3.7,25.3,1,1,38.2,1,1,5.5,1,5,7.5,17.8,1,26.7,5.9,9.6,1.7,5.2,29.1,1,1,25.3,9.5,49.5,6.1,1,15,1,1,11.3,1,40.4,1,1
"hsa_miR_578",1,13.6,4.6,24.4,5.7,14.6,1,51.7,1,76.8,27.5,1,1,1,1,1,1,26,1,34.3,1,21.8,11.9,1,15.5,4.1,3.3,9.6,1,33.4,4.3,1,1,1,1,1,1,40.4,1,1
"hsa_miR_376b",1,45.9,9.8,28,26.6,8.7,1,69.3,1,1,24,1,1,11.9,1,3.4,16.2,9.7,1,49.4,1,37.9,1,5.2,1.8,13.2,1,15.9,1,33.4,9.6,1,1,3.3,1,1,1,45.8,1,1
"hsv1_miR_H8",1,53.9,7.2,28,1,2.8,1,69.3,1,1,6.2,1,1,1,1,5,1,26,2.5,64.6,1,29.8,6.8,1,13.2,1,1,6.4,1,9.4,13.2,1,3.8,1,6.2,1,1,29.7,1,2.4
"hsa_miR_98",1,13.6,12.4,2.9,1,14.6,1,42.9,1,1,20.4,1,1,1.7,1,1,1,21.9,1,64.6,1,25.8,1.7,1,6.4,4.1,1.3,9.6,7.6,29.4,1,1,1,1,1,1,1,78,1,1
"hsa_miR_886_3p",1,53.9,4.6,1,19.7,10.7,1,34.1,1,76.8,13.3,1,1,5.5,1,1,7.5,5.7,1,34.3,1,37.9,1,1,1,10.9,1,3.3,1,29.4,2.5,1,8,1,1,1,1,56.5,1,1
"hsa_miR_802",1,70.1,17.5,31.6,9.2,1,1,34.1,1,92.7,9.7,1,1,1,1,1,1,9.7,1,57,1,42,4.3,1,1,1,1.3,12.7,1,13.4,1,1,2.4,1,1,1,1,29.7,1,1
"hsa_miR_1912",1,62,7.2,24.4,19.7,12.6,1,7.7,2.8,1,20.4,1,1,1,1,1,1,5.7,1,57,1,17.7,1,34.5,8.6,1,5.3,15.9,1,21.4,1,1,9.4,1,1,1,1,56.5,1,1
"hsa_miR_133b",1,110.4,22.7,13.6,12.7,12.6,1,34.1,1,1,16.8,1,1,1,1,1,16.2,26,1,57,1,37.9,1,7,1,1.8,1,3.3,3.8,61.5,6.1,1,1,1,1,1,1,45.8,1,1
"hsa_miR_520a_3p",1,110.4,14.9,24.4,12.7,1,1,42.9,1,1,31.1,1,1,4.2,1,1,7.5,17.8,1,11.6,1,29.8,6.8,1,10.9,1.8,3.3,15.9,7.6,25.4,1,1,9.4,1,1,8.6,1,56.5,1,1
"hsa_miR_448",1,13.6,14.9,42.4,9.2,18.5,1,42.9,1,68.8,24,1,1,1,1,1,1,9.7,1,19.1,1,5.6,6.8,1,4.1,1,5.3,9.6,1,45.5,1,1,1,6,1,1,1,45.8,1,1
"hsa_miR_30e",1,94.3,9.8,42.4,5.7,1,1,34.1,1,52.9,24,1,1,1.7,1,1,9.7,21.9,1,34.3,1,42,1,1,10.9,1,9.3,15.9,1,25.4,2.5,1,3.8,1,1,1,1,29.7,1,1
"hsa_miR_765",1,5.5,4.6,13.6,26.6,10.7,1,16.5,1,100.6,13.3,1,1,1,1,1,1,30,1,19.1,1,25.8,1.7,1,6.4,8.7,3.3,6.4,1,21.4,1,1,1,1,1,1,1,45.8,1,1
"hsa_miR_628_5p",1,45.9,7.2,28,12.7,2.8,1,42.9,1,108.6,20.4,1,1,1,1,5,5.3,26,1,19.1,1,5.6,1,1,1.8,4.1,1,1,1,33.4,1,1,1,1.9,1,1,1,8.2,1,1
"hsa_miR_944",1,29.7,7.2,2.9,26.6,10.7,1,34.1,1,108.6,27.5,1,1,1,1,1,1,17.8,1,26.7,1,17.7,1,5.2,6.4,1.8,1,1,1,5.4,1,1,1,3.3,1,1,1,24.3,1,1
"hsa_miR_219_5p",1,53.9,4.6,17.2,1,18.5,1,69.3,2.8,1,24,1,1,6.8,1,1,1,1.6,1,79.7,1,33.9,1,1,29.1,1,1,22.2,3.8,21.4,4.3,1,2.4,1,1,1,1,45.8,1,1
"hsa_miR_224",1,70.1,14.9,6.4,5.7,1,1,42.9,1,84.7,24,1,1,1,1,1,1,5.7,1,72.1,1,9.6,4.3,5.2,1,6.4,1,1,1,21.4,2.5,1,1,1,1,1,1,24.3,1,1
"hsa_miR_888",1,78.2,4.6,17.2,1,12.6,1,51.7,1,1,34.6,1,1,10.6,1,1,1,34.1,1,11.6,3.3,42,1,1.5,6.4,8.7,1,37.9,3.8,41.5,1,1,1,1.9,1,3.1,1,40.4,1,1
"hsa_miR_548c_5p",1,53.9,2,56.7,2.2,2.8,1,34.1,2.8,1,13.3,1,1,1,1,1,5.3,1.6,1,87.3,2,17.7,1,1,1,1.8,1,12.7,2,25.4,11.4,1,1,1,1,1,1,67.3,1,1
"hsa_miR_559",1,1,9.8,28,5.7,1,1,25.3,1,100.6,16.8,1,1,1,1,1,1,30,1,34.3,7.1,13.7,1,1,1,1,1,6.4,1,37.4,6.1,1,1,1,1,1,1,29.7,1,1
"hsa_miR_515_3p",1,94.3,17.5,35.2,19.7,1,10.5,51.7,1,1,27.5,1,1,6.8,1,1,3.1,26,1,26.7,4.6,46,9.4,1,1,6.4,9.3,12.7,3.8,9.4,22,1,1,1,1,1,1,61.9,1,1
"hsa_miR_127_5p",1,126.6,9.8,13.6,19.7,4.8,1,34.1,1,1,16.8,1,1,1,1,1,1,1.6,1,87.3,1,25.8,19.6,5.2,6.4,17.8,3.3,22.2,1,21.4,7.9,1,1,1,1,1,1,72.6,1,1
"hsa_miR_331_3p",1,45.9,4.6,10,19.7,1,1,16.5,4.1,5.2,9.7,1,1,5.5,1,1,5.3,21.9,1,26.7,1,21.8,1.7,1.5,1,15.5,1,12.7,1,21.4,1,1,1,1,1,1,1,2.8,1,1
"hsa_miR_1280",1,62,27.9,17.2,5.7,20.5,1,25.3,1,1,16.8,1,1,3,1,1,1,13.8,1,72.1,1,37.9,1,5.2,4.1,1,1,15.9,3.8,29.4,2.5,1,1,1,1,1,1,72.6,1,1
"kshv_miR_K12_2",1,45.9,1,28,26.6,1,1,69.3,1,1,38.2,1,1,14.4,1,3.4,11.8,21.9,1,49.4,3.3,25.8,1,1,10.9,6.4,1,22.2,1,33.4,4.3,1,3.8,1,1,1,1,29.7,1,1
"hsa_miR_1292",1,70.1,35.6,38.8,2.2,2.8,1,25.3,1,1,34.6,1,1,14.4,1,1,1,5.7,5.5,41.9,1,13.7,6.8,1.5,17.7,4.1,7.3,3.3,2,37.4,7.9,1,1,1,1,1,1,61.9,1,1
"hsa_miR_937",1,62,7.2,20.8,19.7,1,1,51.7,1,1,27.5,1,1,1,1,1,1,9.7,5.5,72.1,2,46,4.3,7,6.4,1.8,5.3,34.7,1,21.4,11.4,1,1,1.9,1,1,1,2.8,1,1
"hsa_miR_596",1,53.9,4.6,20.8,51,1,1,51.7,1,44.9,1,1,1,5.5,1,1,14,30,1,19.1,1,42,6.8,7,1,6.4,1,6.4,2,1.4,1,1,1,1,1,1,1,67.3,1,1
"hsa_miR_302e",1,53.9,20.1,24.4,23.1,1,1,60.5,1,60.9,16.8,1,1,6.8,1,1.8,1,34.1,1,4,1,33.9,1,1,4.1,8.7,1,12.7,1,33.4,2.5,1,2.4,1,1,3.1,1,56.5,1,1
"hsa_miR_876_5p",1,21.7,22.7,1,5.7,8.7,1,51.7,1,76.8,13.3,1,1,14.4,1,1,5.3,13.8,1,49.4,1,1,1.7,1,6.4,8.7,1,1,1,37.4,1,1,1,1,1,1,1,24.3,1,1
"hsa_miR_1228",1,53.9,9.8,17.2,5.7,4.8,1,34.1,1,84.7,27.5,1,1,1,1,1,1,1,1,34.3,1,1.5,4.3,1,4.1,17.8,1,3.3,1,13.4,1,1,1,3.3,1,1,1,35,1,1
"hsa_miR_548a_5p",1,45.9,30.5,13.6,2.2,8.7,1,51.7,1,1,20.4,1,1,4.2,1,1,1,38.1,1,79.7,1,17.7,1,1,8.6,1.8,17.3,3.3,1,41.5,13.2,1,1,1,1,1,1,61.9,1,1
"hsa_miR_202",1,70.1,17.5,56.7,30.1,12.6,1,51.7,1,1,27.5,1,1,11.9,1,1,3.1,21.9,1,11.6,1,17.7,6.8,10.7,17.7,6.4,1,12.7,1,33.4,11.4,1,1,1,1,7.2,1,35,1,1
"hsa_miR_1307",1,21.7,7.2,24.4,26.6,4.8,1,78.1,1,1,27.5,1,1,9.3,1,1,3.1,30,1,57,1,25.8,6.8,1,8.6,15.5,1.3,15.9,1,33.4,6.1,1,1,7.4,1,1,1,29.7,1,1
"hsa_miR_181b_hsa_miR_181d",1,45.9,25.3,24.4,5.7,1,1,16.5,1,1,2.6,1,1,1,1,1,5.3,5.7,1,26.7,1,13.7,1.7,1,13.2,8.7,1,1,3.8,13.4,6.1,1,1,1.9,1,1,1,35,1,1
"hsa_miR_671_3p",1,62,7.2,13.6,16.2,8.7,1,60.5,1,1,31.1,1,1,1,1,9.7,1,26,1,49.4,1,9.6,1,5.2,8.6,1,1,3.3,15.1,13.4,6.1,1,1,1,1,1,1,56.5,1,1
"hsv1_miR_H7",1,21.7,7.2,42.4,1,1,1,95.7,1,1,31.1,1,1,1,1,1,1,34.1,1,64.6,1,46,1,3.3,10.9,6.4,1,22.2,3.8,9.4,7.9,1,1,1,1,1,1,45.8,1,1
"hsa_miR_33a",1,37.8,14.9,42.4,19.7,4.8,1,78.1,1,1,9.7,1,1,1,1,6.6,3.1,1.6,1,64.6,4.6,37.9,4.3,1,8.6,1,1,1,5.7,17.4,1,1,1,1,1,1,1,18.9,1,1
"hsa_miR_1294",1,70.1,12.4,17.2,19.7,8.7,1,78.1,1,1,24,1,1,3,1,5,1,13.8,1,72.1,1,25.8,1.7,1,8.6,6.4,1,22.2,1,25.4,2.5,1,1,1,1,1,1,18.9,1,1
"ebv_miR_BART3",1,62,20.1,6.4,9.2,14.6,1,69.3,1,1,20.4,1,1,1,1,1,5.3,5.7,1,41.9,1,25.8,1,3.3,1,1,15.3,25.3,2,33.4,9.6,1,1,4.6,1,1,1,51.2,1,1
"hsa_miR_1251",1,62,14.9,35.2,12.7,4.8,1,51.7,1.5,1,24,1,1,3,1,1,9.7,17.8,1,41.9,1,50.1,4.3,7,20,13.2,1.3,15.9,2,21.4,4.3,1,1,1,1,1,1,40.4,1,1
"hsa_miR_215",1,53.9,4.6,13.6,12.7,10.7,1,16.5,1,1,34.6,1,1,1,1,1,22.7,5.7,1,64.6,1,29.8,19.6,5.2,1,1.8,5.3,25.3,1,25.4,1,1,1,1,1,1.8,1,29.7,1,1
"hsa_miR_409_5p",1,53.9,12.4,6.4,1,1,1,34.1,1,44.9,6.2,1,1,1,1,9.7,1,1,1,57,1,9.6,1,5.2,1.8,1,1,12.7,1,29.4,1,1,2.4,1.9,1,1,1,72.6,1,1
"hsa_miR_26b",1,62,7.2,1,12.7,1,1,42.9,1,68.8,24,1,1,1,1,3.4,1,9.7,1,4,1,33.9,4.3,1,1,8.7,1,1,1,29.4,1,1,1,1,1,1,1,18.9,1,1
